"","HouseholdID","PersonalNumber","PID","Month","Year","TimeID","Weight","State","TimeLost","EMP","HRSWorked","Kid1","Kid2","Kid3","Kid4","Kid5","Kid6","KidsUnder5","age1","age_group1","age2","age_group2","age3","age_group3","age4","age_group4","age5","age_group5","age6","age_group6","Education","ParentAge","Race","ChildCareCostper100","Income","NonMetro","Female","SingleFamily","WelfareorSS","WorkFromHome"
"32",3827406887618,101,"3827406887618101",8,2018,"82018",9790.8636997,51,0,0,0,0,0,1,0,0,0,"1",11,"School Age",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",34,"Residual",0,2434,0,1,0,0,0
"33",3827406887618,101,"3827406887618101",9,2018,"92018",9675.3242561,51,0,0,0,0,0,1,0,0,0,"1",11,"School Age",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",34,"Residual",0,2434,0,1,0,0,0
"34",3827406887618,101,"3827406887618101",10,2018,"102018",9802.0631187,51,0,0,0,0,0,1,0,0,0,"1",11,"School Age",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",34,"Residual",0,2484,0,1,0,0,0
"35",3827406887618,101,"3827406887618101",11,2018,"112018",9788.6405968,51,0,0,0,0,0,1,0,0,0,"1",11,"School Age",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",34,"Residual",0,2484,0,1,0,0,0
"36",3827406887618,101,"3827406887618101",12,2018,"122018",9917.0396536,51,0,0,0,0,0,1,0,0,0,"1",11,"School Age",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",34,"Residual",0,2484,0,1,0,0,0
"37",3827406887618,102,"3827406887618102",1,2018,"12018",9200.0401791,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2434,0,0,0,0,0
"38",3827406887618,102,"3827406887618102",2,2018,"22018",9207.8163795,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2434,0,0,0,0,0
"39",3827406887618,102,"3827406887618102",3,2018,"32018",9392.3093472,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2434,0,0,0,0,0
"40",3827406887618,102,"3827406887618102",4,2018,"42018",9347.4127259,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2434,0,0,0,0,0
"41",3827406887618,102,"3827406887618102",5,2018,"52018",9552.2879007,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2434,0,0,0,0,0
"42",3827406887618,102,"3827406887618102",6,2018,"62018",9569.4075181,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2434,0,0,0,0,0
"43",3827406887618,102,"3827406887618102",7,2018,"72018",9771.5116943,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2434,0,0,0,0,0
"44",3827406887618,102,"3827406887618102",8,2018,"82018",9790.8636997,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2434,0,0,0,0,0
"45",3827406887618,102,"3827406887618102",9,2018,"92018",9675.3242561,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2434,0,0,0,0,0
"46",3827406887618,102,"3827406887618102",10,2018,"102018",9802.0631187,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2484,0,0,0,0,0
"47",3827406887618,102,"3827406887618102",11,2018,"112018",9788.6405968,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2484,0,0,0,0,0
"48",3827406887618,102,"3827406887618102",12,2018,"122018",9917.0396536,51,0,100,40,0,1,0,0,0,0,"1",8,"School Age",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",40,"Black",0,2484,0,0,0,0,0
"49",3827411490120,101,"3827411490120101",1,2020,"12020",12220.806876,51,0,100,50,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,4639,0,1,0,0,0
"50",3827411490120,101,"3827411490120101",2,2020,"22020",11992.688267,51,0,100,50,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,4639,0,1,0,0,0
"51",3827411490120,101,"3827411490120101",3,2020,"32020",12218.310914,51,0,100,25,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,3587,0,1,0,0,0
"52",3827411490120,101,"3827411490120101",4,2020,"42020",12009.914879,51,0,100,0,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,2466,0,1,0,0,0
"53",3827411490120,101,"3827411490120101",5,2020,"52020",12481.881148,51,0,100,0,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,2466,0,1,0,0,0
"54",3827411490120,101,"3827411490120101",6,2020,"62020",12729.869312,51,0,100,12.5,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,3045,0,1,0,0,0
"55",3827411490120,101,"3827411490120101",7,2020,"72020",12776.88586,51,0,100,50,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,4639,0,1,0,0,0
"56",3827411490120,101,"3827411490120101",8,2020,"82020",12715.336053,51,0,100,45,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,4796,0,1,0,0,0
"57",3827411490120,101,"3827411490120101",9,2020,"92020",12661.193527,51,0,100,40,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,3957,0,1,0,0,0
"58",3827411490120,101,"3827411490120101",10,2020,"102020",13004.377893,51,0,100,40,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,3776,0,1,0,0,0
"59",3827411490120,101,"3827411490120101",11,2020,"112020",12968.908942,51,0,100,40,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,3776,0,1,0,0,0
"60",3827411490120,101,"3827411490120101",12,2020,"122020",13050.994895,51,0,100,40,1,0,0,0,0,0,"1",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",25,"Black",0,3776,0,1,0,0,0
"61",3827411490120,102,"3827411490120102",1,2020,"12020",12220.806876,51,0,100,38,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,4639,0,0,0,0,0
"62",3827411490120,102,"3827411490120102",2,2020,"22020",11992.688267,51,0,100,38,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,4639,0,0,0,0,0
"63",3827411490120,102,"3827411490120102",3,2020,"32020",12218.310914,51,0,100,38,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,3587,0,0,0,0,0
"64",3827411490120,102,"3827411490120102",4,2020,"42020",12009.914879,51,0,100,38,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,2466,0,0,0,0,0
"65",3827411490120,102,"3827411490120102",5,2020,"52020",12481.881148,51,0,100,38,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,2466,0,0,0,0,0
"66",3827411490120,102,"3827411490120102",6,2020,"62020",12729.869312,51,0,100,38,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,3045,0,0,0,0,0
"67",3827411490120,102,"3827411490120102",7,2020,"72020",12776.88586,51,0,100,38,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,4639,0,0,0,0,0
"68",3827411490120,102,"3827411490120102",8,2020,"82020",12715.336053,51,0,100,38,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,4796,0,0,0,0,0
"69",3827411490120,102,"3827411490120102",9,2020,"92020",12661.193527,51,0,100,22.25,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,3957,0,0,0,0,0
"70",3827411490120,102,"3827411490120102",10,2020,"102020",13004.377893,51,0,100,17,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,3776,0,0,0,0,0
"71",3827411490120,102,"3827411490120102",11,2020,"112020",12968.908942,51,0,100,17,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,3776,0,0,0,0,0
"72",3827411490120,102,"3827411490120102",12,2020,"122020",13050.994895,51,0,100,17,0,0,1,0,0,0,"1",19,"Past Subsidy",9,"School Age",1,"Infant",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",0,3776,0,0,0,0,0
"73",3827428556118,101,"3827428556118101",1,2018,"12018",9001.7810984,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"74",3827428556118,101,"3827428556118101",2,2018,"22018",8974.674107,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"75",3827428556118,101,"3827428556118101",3,2018,"32018",9043.0692428,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"76",3827428556118,101,"3827428556118101",4,2018,"42018",9064.5705643,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"77",3827428556118,101,"3827428556118101",5,2018,"52018",9283.2127269,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"78",3827428556118,101,"3827428556118101",6,2018,"62018",9220.7147041,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"79",3827428556118,101,"3827428556118101",7,2018,"72018",9202.1977122,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"80",3827428556118,101,"3827428556118101",8,2018,"82018",9195.4239162,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"81",3827428556118,101,"3827428556118101",9,2018,"92018",9279.5245666,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"82",3827428556118,101,"3827428556118101",10,2018,"102018",9394.1689788,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"83",3827428556118,101,"3827428556118101",11,2018,"112018",9294.2873025,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"84",3827428556118,101,"3827428556118101",12,2018,"122018",9443.6266819,51,0,0,0,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Bachelor’s Degree",29,"White",0,5379,0,1,0,0,0
"85",3827428556118,102,"3827428556118102",1,2018,"12018",9001.7810984,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"86",3827428556118,102,"3827428556118102",2,2018,"22018",8974.674107,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"87",3827428556118,102,"3827428556118102",3,2018,"32018",9043.0692428,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"88",3827428556118,102,"3827428556118102",4,2018,"42018",9064.5705643,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"89",3827428556118,102,"3827428556118102",5,2018,"52018",9283.2127269,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"90",3827428556118,102,"3827428556118102",6,2018,"62018",9220.7147041,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"91",3827428556118,102,"3827428556118102",7,2018,"72018",9202.1977122,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"92",3827428556118,102,"3827428556118102",8,2018,"82018",9195.4239162,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"93",3827428556118,102,"3827428556118102",9,2018,"92018",9279.5245666,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"94",3827428556118,102,"3827428556118102",10,2018,"102018",9394.1689788,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"95",3827428556118,102,"3827428556118102",11,2018,"112018",9294.2873025,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"96",3827428556118,102,"3827428556118102",12,2018,"122018",9443.6266819,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",3,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",29,"White",0,5379,0,0,0,0,0
"97",3827440605118,103,"3827440605118103",1,2018,"12018",8968.1459574,51,0,100,0,1,0,0,0,0,0,"1",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",20,"Asian",0,0,0,0,1,0,0
"98",3827440605118,103,"3827440605118103",2,2018,"22018",8920.1345197,51,0,100,0,1,0,0,0,0,0,"1",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",20,"Asian",0,0,0,0,1,0,0
"99",3827440605118,103,"3827440605118103",3,2018,"32018",9105.0773458,51,0,100,0,1,0,0,0,0,0,"1",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",20,"Asian",0,0,0,0,1,0,0
"100",3827440605118,103,"3827440605118103",4,2018,"42018",9101.9331954,51,0,100,0,1,0,0,0,0,0,"1",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",20,"Asian",0,0,0,0,1,0,0
"101",3827440605118,103,"3827440605118103",5,2018,"52018",9263.3877824,51,0,100,0,1,0,0,0,0,0,"1",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",20,"Asian",0,0,0,0,1,0,0
