"","HouseholdID","PersonalNumber","PID","Month","Year","TimeID","Weight","State","TimeLost","EMP","HRSWorked","Kid1","Kid2","Kid3","Kid4","Kid5","Kid6","KidsUnder5","age1","age_group1","age2","age_group2","age3","age_group3","age4","age_group4","age5","age_group5","age6","age_group6","Education","ParentAge","Race","ChildCare","Income","NonMetro","Female","SingleFamily","WelfareorSS","WorkFromHome"
"11",3827406872420,201,"3827406872420201'",11,2020,"112020",7853.89804,51,0,100,66,1,0,0,0,0,0,"1",5,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","No High School Diploma",27,"White",0,4518,0,1,1,0,0
"12",3827406872420,201,"3827406872420201'",12,2020,"122020",7890.1154988,51,0,100,66,1,0,0,0,0,0,"1",5,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","No High School Diploma",27,"White",0,4518,0,1,1,0,0
"13",3827440856123,102,"3827440856123102'",1,2023,"12023",3574.2472472,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"14",3827440856123,102,"3827440856123102'",2,2023,"22023",3618.6725369,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"15",3827440856123,102,"3827440856123102'",3,2023,"32023",3674.2813678,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"16",3827440856123,102,"3827440856123102'",4,2023,"42023",3624.4918512,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"17",3827440856123,102,"3827440856123102'",5,2023,"52023",3638.2354261,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"18",3827440856123,102,"3827440856123102'",6,2023,"62023",3643.2340701,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"19",3827440856123,102,"3827440856123102'",7,2023,"72023",3696.6102933,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"20",3827440856123,102,"3827440856123102'",8,2023,"82023",3684.206237,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"21",3827440856123,102,"3827440856123102'",9,2023,"92023",3604.0884019,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"22",3827440856123,102,"3827440856123102'",10,2023,"102023",3646.8716807,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"23",3827440856123,102,"3827440856123102'",11,2023,"112023",3635.8506564,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"24",3827440856123,102,"3827440856123102'",12,2023,"122023",3649.3290154,51,0,0,0,1,0,0,0,0,0,"1",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",39,"White",NA,13029,0,0,0,0,0
"25",3827481655520,102,"3827481655520102'",1,2020,"12020",13070.406494,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4453,0,1,1,0,1
"26",3827481655520,102,"3827481655520102'",2,2020,"22020",12255.334008,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4453,0,1,1,0,1
"27",3827481655520,102,"3827481655520102'",3,2020,"32020",12507.846602,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4453,0,1,1,0,1
"28",3827481655520,102,"3827481655520102'",4,2020,"42020",13249.877466,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4453,0,1,1,0,1
"29",3827481655520,102,"3827481655520102'",5,2020,"52020",12432.042528,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4453,0,1,1,0,1
"30",3827481655520,102,"3827481655520102'",6,2020,"62020",12456.148204,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4453,0,1,1,0,1
"31",3827481655520,102,"3827481655520102'",7,2020,"72020",12733.68998,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4453,0,1,1,0,1
"32",3827481655520,102,"3827481655520102'",8,2020,"82020",12792.976479,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4453,0,1,1,0,1
"33",3827481655520,102,"3827481655520102'",9,2020,"92020",12850.25362,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4453,0,1,1,0,1
"34",3827481655520,102,"3827481655520102'",10,2020,"102020",12062.133102,51,0,100,30,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,3454,0,1,1,0,1
"35",3827481655520,102,"3827481655520102'",11,2020,"112020",13102.007691,51,0,100,24,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,2889,0,1,1,0,1
"36",3827481655520,102,"3827481655520102'",12,2020,"122020",13022.046138,51,0,100,40,0,0,1,1,1,1,"3",9,"School Age",9,"School Age",4,"Preschool",4,"Preschool",2,"Toddler",2,"Toddler","High School or Some College",39,"Black",0,4141,0,1,1,0,1
"37",3828559777722,101,"3828559777722101'",1,2022,"12022",8544.8401789,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,15407,0,1,0,0,1
"38",3828559777722,101,"3828559777722101'",2,2022,"22022",8580.2109011,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,15407,0,1,0,0,1
"39",3828559777722,101,"3828559777722101'",3,2022,"32022",8652.116485,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,15407,0,1,0,0,1
"40",3828559777722,101,"3828559777722101'",4,2022,"42022",8546.7971272,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,15407,0,1,0,0,1
"41",3828559777722,101,"3828559777722101'",5,2022,"52022",8433.2088542,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,15407,0,1,0,0,1
"42",3828559777722,101,"3828559777722101'",6,2022,"62022",8380.737975,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,15407,0,1,0,0,1
"43",3828559777722,101,"3828559777722101'",7,2022,"72022",8466.0237481,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,22285,0,1,0,0,1
"44",3828559777722,101,"3828559777722101'",8,2022,"82022",8507.6653941,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,20621,0,1,0,0,1
"45",3828559777722,101,"3828559777722101'",9,2022,"92022",8401.0151763,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,20621,0,1,0,0,1
"46",3828559777722,101,"3828559777722101'",10,2022,"102022",8448.5928605,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,20621,0,1,0,0,1
"47",3828559777722,101,"3828559777722101'",11,2022,"112022",8432.1960866,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,20621,0,1,0,0,1
"48",3828559777722,101,"3828559777722101'",12,2022,"122022",8344.9640896,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",37,"White",NA,21149,0,1,0,0,1
"49",3828559777722,102,"3828559777722102'",1,2022,"12022",8544.8401789,51,0,100,40,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,15407,0,0,0,0,1
"50",3828559777722,102,"3828559777722102'",2,2022,"22022",8580.2109011,51,0,100,40,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,15407,0,0,0,0,1
"51",3828559777722,102,"3828559777722102'",3,2022,"32022",8652.116485,51,0,100,40,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,15407,0,0,0,0,1
"52",3828559777722,102,"3828559777722102'",4,2022,"42022",8546.7971272,51,0,100,40,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,15407,0,0,0,0,1
"53",3828559777722,102,"3828559777722102'",5,2022,"52022",8433.2088542,51,0,100,40,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,15407,0,0,0,0,1
"54",3828559777722,102,"3828559777722102'",6,2022,"62022",8380.737975,51,0,100,40,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,15407,0,0,0,0,1
"55",3828559777722,102,"3828559777722102'",7,2022,"72022",8466.0237481,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,22285,0,0,0,0,1
"56",3828559777722,102,"3828559777722102'",8,2022,"82022",8507.6653941,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,20621,0,0,0,0,1
"57",3828559777722,102,"3828559777722102'",9,2022,"92022",8401.0151763,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,20621,0,0,0,0,1
"58",3828559777722,102,"3828559777722102'",10,2022,"102022",8448.5928605,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,20621,0,0,0,0,1
"59",3828559777722,102,"3828559777722102'",11,2022,"112022",8432.1960866,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,20621,0,0,0,0,1
"60",3828559777722,102,"3828559777722102'",12,2022,"122022",8344.9640896,51,0,100,50,1,1,0,0,0,0,"2",4,"Preschool",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","Graduate or Professional Degree",39,"White",NA,21149,0,0,0,0,1
"61",3828577118023,101,"3828577118023101'",1,2023,"12023",3290.6288732,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"62",3828577118023,101,"3828577118023101'",2,2023,"22023",3270.8534604,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"63",3828577118023,101,"3828577118023101'",3,2023,"32023",3297.9954512,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"64",3828577118023,101,"3828577118023101'",4,2023,"42023",3349.5571541,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"65",3828577118023,101,"3828577118023101'",5,2023,"52023",3346.2726557,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"66",3828577118023,101,"3828577118023101'",6,2023,"62023",3404.4205698,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"67",3828577118023,101,"3828577118023101'",7,2023,"72023",3465.3142329,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"68",3828577118023,101,"3828577118023101'",8,2023,"82023",3467.7783392,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"69",3828577118023,101,"3828577118023101'",9,2023,"92023",3528.4357415,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"70",3828577118023,101,"3828577118023101'",10,2023,"102023",3540.35506,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"71",3828577118023,101,"3828577118023101'",11,2023,"112023",3485.3944847,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"72",3828577118023,101,"3828577118023101'",12,2023,"122023",3469.2052128,51,0,0,0,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,1,0,0,0
"73",3828577118023,102,"3828577118023102'",1,2023,"12023",3290.6288732,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"74",3828577118023,102,"3828577118023102'",2,2023,"22023",3270.8534604,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"75",3828577118023,102,"3828577118023102'",3,2023,"32023",3297.9954512,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"76",3828577118023,102,"3828577118023102'",4,2023,"42023",3349.5571541,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"77",3828577118023,102,"3828577118023102'",5,2023,"52023",3346.2726557,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"78",3828577118023,102,"3828577118023102'",6,2023,"62023",3404.4205698,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"79",3828577118023,102,"3828577118023102'",7,2023,"72023",3465.3142329,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"80",3828577118023,102,"3828577118023102'",8,2023,"82023",3467.7783392,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"81",3828577118023,102,"3828577118023102'",9,2023,"92023",3528.4357415,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"82",3828577118023,102,"3828577118023102'",10,2023,"102023",3540.35506,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"83",3828577118023,102,"3828577118023102'",11,2023,"112023",3485.3944847,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"84",3828577118023,102,"3828577118023102'",12,2023,"122023",3469.2052128,51,0,100,37,1,0,0,0,0,0,"1",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",28,"White",NA,6685,0,0,0,0,0
"85",3828584981422,101,"3828584981422101'",1,2022,"12022",17050.850843,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"86",3828584981422,101,"3828584981422101'",2,2022,"22022",17074.682038,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"87",3828584981422,101,"3828584981422101'",3,2022,"32022",16906.528583,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"88",3828584981422,101,"3828584981422101'",4,2022,"42022",16873.326571,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"89",3828584981422,101,"3828584981422101'",5,2022,"52022",17497.685081,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"90",3828584981422,101,"3828584981422101'",6,2022,"62022",17706.030567,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"91",3828584981422,101,"3828584981422101'",7,2022,"72022",17673.560564,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"92",3828584981422,101,"3828584981422101'",8,2022,"82022",17851.491981,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"93",3828584981422,101,"3828584981422101'",9,2022,"92022",17211.340015,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"94",3828584981422,101,"3828584981422101'",10,2022,"102022",16720.600419,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"95",3828584981422,101,"3828584981422101'",11,2022,"112022",17074.37374,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"96",3828584981422,101,"3828584981422101'",12,2022,"122022",17632.148287,51,0,100,40,0,1,0,0,0,0,"1",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",51,"White",NA,47915,0,0,1,0,0
"97",3828584981422,105,"3828584981422105'",1,2022,"12022",13393.587445,51,0,0,0,0,0,1,0,0,0,"1",30,"Past Subsidy",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",NA,47915,0,1,1,0,0
"98",3828584981422,105,"3828584981422105'",2,2022,"22022",13712.762531,51,0,0,0,0,0,1,0,0,0,"1",30,"Past Subsidy",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",NA,47915,0,1,1,0,0
"99",3828584981422,105,"3828584981422105'",3,2022,"32022",13997.109314,51,0,0,0,0,0,1,0,0,0,"1",30,"Past Subsidy",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",NA,47915,0,1,1,0,0
"100",3828584981422,105,"3828584981422105'",4,2022,"42022",14113.268265,51,0,0,0,0,0,1,0,0,0,"1",30,"Past Subsidy",6,"School Age",4,"Preschool",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",45,"White",NA,47915,0,1,1,0,0
